bbox_west,bbox_south,bbox_east,bbox_north,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name,area_m2,zone_id,dist_alimentacion,access_alimentacion,dist_farmacia,access_farmacia,dist_salud,access_salud,dist_educacion,access_educacion,dist_parque,access_parque,dist_transporte,access_transporte,services_count,score_15min,cluster
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",99413.1357407113,Z078,6726.342668440311,0,4047.6173497901373,0,13575.93583609571,0,8832.512870490425,0,9035.712697659053,0,4094.262008584985,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z079,6277.550258116992,0,4167.807515191843,0,12936.104114472053,0,8273.491035096955,0,8470.081717380612,0,4187.038251856453,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z080,5498.260009209793,0,4321.315082230882,0,11936.180840510804,0,7338.269538410507,0,7527.0593948203,0,4145.612630985592,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z081,4801.467381393094,0,4687.953561644814,0,10936.271597502418,0,6422.596494325545,0,6600.83039982289,0,4162.7934630915,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z082,4228.157388304809,0,4212.090502780714,0,9936.380621295577,0,5536.180239069208,0,5699.587774679585,0,3773.3585950423058,0,0,0.0,1
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z083,3834.1284258584515,0,3822.4945199840336,0,8936.5140434166,0,4695.618974107927,0,4837.31740072246,0,3563.5688828423386,0,0,0.0,3
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",922478.4646257922,Z084,3682.3534090969933,0,3675.8073596067743,0,8057.489780920434,0,4017.4236193511847,0,4127.4673776485,0,3605.0612488070915,0,0,0.0,3
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",53340.79321028281,Z085,3258.221706030726,0,3201.661928871079,0,7337.090610869786,0,3190.9057102189154,0,3282.06377203114,0,3257.494997655246,0,0,0.0,3
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",494399.700184541,Z086,823.946118621096,1,878.6124249095197,1,748.9792843362836,1,583.2781553174115,1,250.93919341790982,1,177.76292026325694,1,6,100.0,0
-0.4325512,39.2784496,-0.2725205,39.566609,294718178,relation,344953,39.4697065,-0.3763353,boundary,administrative,16,0.7306288056783602,city,Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",1000000.0,Z087,323.3920799029983,1,151.12536727993393,1,167.0144325011166,1,210.11597146433283,1,318.7620117311799,1,158.57504267036526,1,6,100.0,0
