zone_id,zone_name,area_m2,dist_alimentacion,walkdist_alimentacion,access_alimentacion,proximity_alimentacion,dist_farmacia,walkdist_farmacia,access_farmacia,proximity_farmacia,dist_salud,walkdist_salud,access_salud,proximity_salud,dist_educacion,walkdist_educacion,access_educacion,proximity_educacion,dist_parque,walkdist_parque,access_parque,proximity_parque,dist_transporte,walkdist_transporte,access_transporte,proximity_transporte,services_count,score_15min,score_familia,score_estudiante,score_persona_mayor,cluster,zone_key,district_name,sale_eur_m2,rent_eur_m2,source,notes,has_housing_data,housing_data_status,rent_eur_m2_clean,sale_eur_m2_clean
B023,LA XEREA,311647.88953998126,135.93308003559778,135.93308003559778,1,0.9433612166518343,218.8969286908047,218.8969286908047,1,0.9087929463788313,342.57528091519157,342.57528091519157,1,0.8572602996186702,183.21118417900846,183.21118417900846,1,0.9236620065920798,290.54250926909083,290.54250926909083,1,0.8789406211378789,144.29913855814695,144.29913855814695,1,0.9398753589341055,6,100.0,90.6979671267791,91.56567578757247,90.63405070583347,0,XEREA,CIUTAT VELLA,3393.0,11.8,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,11.8,3393.0
B024,EL MERCAT,172793.972568703,23.42759090999552,23.42759090999552,1,0.9902385037875019,23.42759090999552,23.42759090999552,1,0.9902385037875019,197.17285041960886,197.17285041960886,1,0.9178446456584963,270.1627303560747,270.1627303560747,1,0.8874321956849689,448.0073096369296,448.0073096369296,1,0.8133302876512793,179.28225533559723,179.28225533559723,1,0.9252990602768345,6,100.0,91.36667585880215,92.18960360856863,93.20499923767375,0,MERCAT,CIUTAT VELLA,2757.0,12.7,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,12.7,2757.0
B025,EL PILAR,161605.1075037302,208.65263695929625,208.65263695929625,1,0.9130614012669599,129.52389626784225,129.52389626784225,1,0.946031709888399,271.8074202943973,271.8074202943973,1,0.8867469082106678,181.31918872858216,181.31918872858216,1,0.9244503380297574,137.67555794726624,137.67555794726624,1,0.9426351841886391,153.03137681603047,153.03137681603047,1,0.936236926326654,6,100.0,92.45039391178115,92.53084272553232,92.36400858717002,0,PILAR,CIUTAT VELLA,2533.0,10.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,10.4,2533.0
B026,EL PLA DEL REMEI,386915.32038410415,100.6231608034202,100.6231608034202,1,0.9580736829985749,71.10685502918352,71.10685502918352,1,0.9703721437378402,148.21012018987335,148.21012018987335,1,0.9382457832542195,148.21012018987335,148.21012018987335,1,0.9382457832542195,552.986895863038,552.986895863038,1,0.7695887933904009,131.43062436361726,131.43062436361726,1,0.9452372398484928,6,100.0,91.53445875398317,92.68906561452012,92.70553032281398,0,PDREMEI,L'EIXAMPLE,4029.0,11.2,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,11.2,4029.0
B027,L'ILLA PERDUDA,231522.07974508769,115.64254816086148,115.64254816086148,1,0.9518156049329743,168.72968332865415,168.72968332865415,1,0.9296959652797274,228.8073341286094,228.8073341286094,1,0.9046636107797461,79.61965566897935,79.61965566897935,1,0.9668251434712586,248.4167743624854,248.4167743624854,1,0.8964930106822977,316.8170834019786,316.8170834019786,1,0.8679928819158422,6,100.0,92.15399163083019,92.10739141505512,91.38011932686308,0,ILPERDUDA,ALGIROS,2094.0,9.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,9.4,2094.0
B028,ARRANCAPINS,874368.7348052579,0.0,0.0,1,1.0,0.0,0.0,1,1.0,284.7230093127363,284.7230093127363,1,0.8813654127863599,247.93506305432962,247.93506305432962,1,0.8966937237273627,410.23472697925297,410.23472697925297,1,0.8290688637586446,186.86489798284356,186.86489798284356,1,0.9221396258404818,6,100.0,91.46583185230564,92.37268856951168,92.99899301211562,0,ARRANCAPINS,EXTRAMURS,2263.0,8.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,8.4,2263.0
B029,LA ROQUETA,230567.0169419802,167.41018585906747,167.41018585906747,1,0.9302457558920552,0.0,0.0,1,1.0,441.1831283233421,441.1831283233421,1,0.8161736965319408,285.6305291884093,285.6305291884093,1,0.8809872795048295,333.6246567837738,333.6246567837738,1,0.8609897263400943,122.25113092665858,122.25113092665858,1,0.9490620287805589,6,100.0,89.99262548586157,90.95605466357844,91.19546404856966,0,ROQUETA,EXTRAMURS,3044.0,10.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,10.4,3044.0
B030,LA RAIOSA,375446.31247804605,91.82833190807513,91.82833190807513,1,0.961738195038302,91.82833190807513,91.82833190807513,1,0.961738195038302,375.3009565697942,375.3009565697942,1,0.8436246014292524,252.2785824200299,252.2785824200299,1,0.8948839239916542,208.75228216640494,208.75228216640494,1,0.9130198824306646,41.40589357953228,41.40589357953228,1,0.9827475443418615,6,100.0,92.11178841829877,93.10968454037594,92.95424852060016,0,RAIOSA,JESUS,1796.0,7.3,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,7.3,1796.0
B031,SAFRANAR,441263.4305435939,488.0012059667626,488.0012059667626,1,0.7966661641805156,392.5553634704477,392.5553634704477,1,0.8364352652206468,778.9400123624666,778.9400123624666,1,0.6754416615156389,225.44170480263645,225.44170480263645,1,0.9060659563322349,342.7989579583272,342.7989579583272,1,0.857167100850697,106.71268745283746,106.71268745283746,1,0.9555363802279844,6,100.0,83.89405670074532,85.50966854434144,82.35634947829446,0,SAFRANAR,PATRAIX,1791.0,8.0,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,8.0,1791.0
B032,SANT LLORENS,1532591.2397556026,293.38892348955227,293.38892348955227,1,0.8777546152126865,736.0194219566599,736.0194219566599,1,0.6933252408513917,440.9904119851637,440.9904119851637,1,0.8162539950061818,139.7014440785296,139.7014440785296,1,0.9417910649672794,458.1865361460438,458.1865361460438,1,0.8090889432724817,330.36419722618103,330.36419722618103,1,0.8623482511557579,6,100.0,83.96335892760573,85.06740993551249,81.50000956200087,0,SANT LLORENS,RASCANYA,2594.0,9.6,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,9.6,2594.0
