zone_id,zone_name,area_m2,dist_alimentacion,walkdist_alimentacion,access_alimentacion,proximity_alimentacion,dist_farmacia,walkdist_farmacia,access_farmacia,proximity_farmacia,dist_salud,walkdist_salud,access_salud,proximity_salud,dist_educacion,walkdist_educacion,access_educacion,proximity_educacion,dist_parque,walkdist_parque,access_parque,proximity_parque,dist_transporte,walkdist_transporte,access_transporte,proximity_transporte,services_count,score_15min,score_familia,score_estudiante,score_persona_mayor,cluster,zone_key,district_name,sale_eur_m2,rent_eur_m2,source,notes,has_housing_data,housing_data_status,rent_eur_m2_clean,sale_eur_m2_clean
B011,CARPESA,2255540.2317205565,2193.420095631627,2193.420095631627,0,0.0860749601534887,2008.6182635486923,2008.6182635486923,0,0.16307572352137822,3104.932357544996,3104.932357544996,0,0.0,2014.2192725550676,2014.2192725550676,0,0.1607419697687218,435.8769523741769,435.8769523741769,1,0.8183846031774263,258.7769023988676,258.7769023988676,1,0.8921762906671384,2,33.33333333333333,34.94771304465346,37.391448548439705,34.30886032674862,3,CARPESA,,,,,,0,Sin datos de vivienda,,
B012,BORBOTO,1419590.7270890607,2552.827835368871,2552.827835368871,0,0.0,2239.4491627170073,2239.4491627170073,0,0.06689618220124693,3923.152526501569,3923.152526501569,0,0.0,3834.079034347426,3834.079034347426,0,0.0,928.7811449802887,928.7811449802887,1,0.6130078562582131,1007.5864576375661,1007.5864576375661,1,0.5801723093176807,2,33.33333333333333,20.628267209351495,21.42699537491044,20.990177819520014,3,BORBOTO,,,,,,0,Sin datos de vivienda,,
B013,BENIFARAIG,1422068.4362080852,865.7782949652916,865.7782949652916,1,0.6392590437644619,552.3996223134279,552.3996223134279,1,0.7698334907027384,4058.0226975355413,4058.0226975355413,0,0.0,2465.3951504173324,2465.3951504173324,0,0.0,1559.5874943167396,1559.5874943167396,0,0.35017187736802513,265.90273665910706,265.90273665910706,1,0.8892071930587054,3,50.0,39.336045258633405,45.40796873578824,50.107291639293074,0,BENIFARAIG,,,,,,0,Sin datos de vivienda,,
B014,TORREFIEL,700270.6128918687,245.154800994159,245.154800994159,1,0.8978521662524337,127.5549973736643,127.5549973736643,1,0.9468520844276399,354.1365469834275,354.1365469834275,1,0.8524431054235719,229.32018516395954,229.32018516395954,1,0.9044499228483502,193.5820742222085,193.5820742222085,1,0.9193408024074131,125.12798770494194,125.12798770494194,1,0.9478633384562742,6,100.0,90.96167490066853,91.3757770494963,91.15355568870739,0,TORREFIEL,RASCANYA,1428.0,3.0,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,,1428.0
B015,TORMOS,279948.9956376612,271.17520200778733,271.17520200778733,1,0.8870103324967553,388.14684458551807,388.14684458551807,1,0.8382721480893675,609.1334744864353,609.1334744864353,1,0.746194385630652,95.09594896699504,95.09594896699504,1,0.9603766879304187,95.38232840699567,95.38232840699567,1,0.9602573631637518,267.1631572240254,267.1631572240254,1,0.8886820178233228,6,100.0,88.5471052167819,88.99666022929902,85.98387328063541,0,TORMOS,LA SAIDIA,1550.0,8.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,8.4,1550.0
B016,MARXALENES,390362.46998251474,600.9371446495221,600.9371446495221,1,0.7496095230626991,831.5110716084016,831.5110716084016,1,0.6535370534964993,1103.4816522817614,1103.4816522817614,1,0.5402159782159328,114.47452051617722,114.47452051617722,1,0.9523022831182595,124.05680509650017,124.05680509650017,1,0.9483096645431249,232.6857870496721,232.6857870496721,1,0.9030475887293032,6,100.0,80.22441896758676,81.76070291592468,75.04101962647744,0,MARXALENES,LA SAIDIA,1877.0,7.8,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,7.8,1877.0
B017,EL CALVARI,93681.62331594853,27.534962548005794,27.534962548005794,1,0.9885270989383309,84.10312597990735,84.10312597990735,1,0.9649570308417053,633.3568180590967,633.3568180590967,1,0.7361013258087097,372.3897712365473,372.3897712365473,1,0.8448375953181053,270.0308649135357,270.0308649135357,1,0.8874871396193601,121.73253256429831,121.73253256429831,1,0.9492781114315424,6,100.0,88.67247866663367,90.12488599797408,89.87931689056514,0,CALVARI,CAMPANAR,1808.0,9.0,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,9.0,1808.0
B018,MORVEDRE,428181.3657314248,209.7934973830152,209.7934973830152,1,0.912586042757077,125.63226156869992,125.63226156869992,1,0.947653224346375,644.9879075793169,644.9879075793169,1,0.731255038508618,213.95585421846158,213.95585421846158,1,0.9108517274089744,56.40657666632323,56.40657666632323,1,0.9764972597223653,124.75586555796801,124.75586555796801,1,0.9480183893508467,6,100.0,90.30696759167397,91.02625521985016,89.59833934149766,0,MORVEDRE,LA SAIDIA,1850.0,7.8,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,7.8,1850.0
B019,TRINITAT,595674.0651733906,206.44897241979126,206.44897241979126,1,0.913979594825087,141.16197777639076,141.16197777639076,1,0.9411825092598372,157.6959950713845,157.6959950713845,1,0.9342933353869232,94.78030485712598,94.78030485712598,1,0.9605082063095308,272.0205572863701,272.0205572863701,1,0.8866581011306791,141.16197777639076,141.16197777639076,1,0.9411825092598372,6,100.0,93.0130636677607,93.318465814638,92.8418044017218,0,TRINITAT,LA SAIDIA,2699.0,8.4,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,8.4,2699.0
B020,EL CARME,384064.6551076556,101.40055580994179,101.40055580994179,1,0.9577497684125242,381.0878996150887,381.0878996150887,1,0.8412133751603796,586.9569595331162,586.9569595331162,1,0.7554346001945349,126.27639802506269,126.27639802506269,1,0.9473848341562239,446.68905110848493,446.68905110848493,1,0.8138795620381313,354.71890747919593,354.71890747919593,1,0.8522004552170017,6,100.0,86.24008287010363,87.5318134252925,84.73459715765162,0,CARME,CIUTAT VELLA,2577.0,11.5,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,11.5,2577.0
B021,EL BOTANIC,370112.971292552,0.0,0.0,1,1.0,243.11349818134246,243.11349818134246,1,0.8987027090911073,580.29552943515,580.29552943515,1,0.7582101960686876,434.1306924676687,434.1306924676687,1,0.8191122114718047,281.98710575317983,281.98710575317983,1,0.8825053726028418,187.00826114705785,187.00826114705785,1,0.9220798911887259,6,100.0,87.23657338790942,88.5351935788016,88.38524319330756,0,BOTANIC,EXTRAMURS,2410.0,10.0,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,10.0,2410.0
B022,EXPOSICIO,381606.8171348448,117.40505228224862,117.40505228224862,1,0.9510812282157297,219.11464554762438,219.11464554762438,1,0.9087022310218231,463.4066229624163,463.4066229624163,1,0.8069139070989932,0.0,0.0,1,1.0,429.4313619725983,429.4313619725983,1,0.8210702658447507,92.80084878409504,92.80084878409504,1,0.9613329796732938,6,100.0,90.81149247182593,92.61584949304955,89.70312130220707,0,EXPOSICIO,EL PLA DEL REAL,3342.0,11.0,Data Enhance UV / Ayuntamiento València / Idealista,Precios de compra y alquiler por metro cuadrado en barrios de Valencia,1,Con datos de vivienda,11.0,3342.0
