name,categoria,lat,lon
Constitució (parell) - Tavernes Blanques,transporte,39.504249699999995,-0.36779200000000223
Camí de Montcada (parell) - Matador,transporte,39.51549450000001,-0.38685219999999915
Camí de Montcada - Alqueria Ballester,transporte,39.5102904,-0.38581419999999983
Camí de Montcada (parell) - Alqueria Senent,transporte,39.52156829999999,-0.38646920000000073
Carpesa,transporte,39.51495320000001,-0.37693929999999976
Benifaraig a Montcada - Boquera,transporte,39.525266599999995,-0.3862209000000002
Benifaraig a Montcada - Casa Silvestre,transporte,39.52525359999999,-0.3860452999999998
Sant Doménec Savio - Constitució,transporte,39.4925801,-0.37413139999999967
Sant Doménec Savio - Mestre Maçal,transporte,39.4934838,-0.37452030000000053
Camí de Montcada (parell) - Cambrils,transporte,39.4946493,-0.3801831000000009
Camí de Montcada - Dr. Peset Aleixandre,transporte,39.4914741,-0.37864439999999994
Camí de Montcada - Entrada Camí Carpesa,transporte,39.5028031,-0.3827055999999994
Camí de Montcada (parell) - Alemany,transporte,39.496436300000006,-0.3809054000000002
Camí de Montcada - Casa d'Àngel,transporte,39.50683579999999,-0.3839933000000006
Camí de Montcada - Poble Nou,transporte,39.5050548,-0.38368189999999963
Camí de Montcada (imparell) - Cambrils,transporte,39.494877200000005,-0.38048350000000125
Camí de Montcada - Félix del Río,transporte,39.4917919,-0.3790790999999998
Burjassot - Mondúver,transporte,39.4894203,-0.39033920000000066
Burjassot - Pintor Matarana,transporte,39.492316599999995,-0.39331000000000055
Burjassot - Salvador Tusset,transporte,39.49464269999999,-0.3957214000000001
Parc de Benicalap,transporte,39.4956688,-0.3962550000000003
Sant Josep Artesà - Luis Martí Alegre,transporte,39.4983633,-0.3938336000000002
Parc de Benicalap,transporte,39.49574619999999,-0.3963118000000014
Camí de Montcada (imparell) - Alqueria Senent,transporte,39.5215874,-0.3865955000000011
Camí de Montcada (imparell) - Matador,transporte,39.515475,-0.38700599999999974
Camí de Montcada - Alqueria Paella,transporte,39.5100714,-0.3858232000000004
Camí de Montcada - Ctra. Daniel,transporte,39.50654070000001,-0.38406280000000026
Camí de Montcada - Poble Nou,transporte,39.50503059999999,-0.38380439999999977
Camí de Montcada - Ctra. Carpesa,transporte,39.50270170000001,-0.38270299999999885
Camí de Montcada (imparell) - Alemany,transporte,39.4965655,-0.3812282000000003
Burjassot - Màlaga,transporte,39.48376129999998,-0.38320730000000014
Constitució - Pla de la Saïdia,transporte,39.4830825,-0.37883529999999993
Constitució - Màlaga,transporte,39.48522319999999,-0.3787077000000001
Constitució - Sarrión,transporte,39.4872817,-0.377473700000001
Dr. Moliner - Arts Gràfiques,transporte,39.4761669,-0.3627922000000006
Burjassot - Dr. Peset Aleixandre,transporte,39.4883347,-0.3890689000000009
Bombas Gens,transporte,39.4854852,-0.38562989999999914
Sagunt,transporte,39.4862857,-0.37472310000000003
Sagunt - Sant Guillem,transporte,39.4843915,-0.3747475999999999
Campanar - Dr. Nicasi Benlloch,transporte,39.4881822,-0.38960010000000056
Dr. Nicasi Benlloch - General Avilés,transporte,39.48819289999999,-0.39057130000000023
